customer_id,touchpoint_id,platform,touchpoint_type,timestamp,campaign_id,keyword_id,conversion_timestamp,conversion_value,attribution_weight
CUST-000005,TP-5-5,walmart,view,2025-06-09 13:02:27.967686,CAMP-000023,KW-CAMP-000023-2,2025-06-17 13:02:27.967686,159.5915805731946,0.556
CUST-000006,TP-6-1,walmart,impression,2025-05-21 13:02:27.967686,CAMP-000002,KW-CAMP-000002-4,,0.0,0.417
CUST-000006,TP-6-2,walmart,click,2025-05-23 13:02:27.967686,CAMP-000014,KW-CAMP-000014-2,,0.0,0.455
CUST-000006,TP-6-3,amazon,click,2025-05-26 13:02:27.967686,CAMP-000017,KW-CAMP-000017-5,,0.0,0.526
CUST-000006,TP-6-4,amazon,view,2025-06-01 13:02:27.967686,CAMP-000009,KW-CAMP-000009-6,2025-06-04 13:02:27.967686,119.19336802784741,0.769
CUST-000007,TP-7-1,walmart,click,2025-06-16 13:02:27.967686,CAMP-000011,KW-CAMP-000011-3,2025-06-16 13:02:27.967686,35.05391042460492,1.0
CUST-000008,TP-8-1,amazon,impression,2025-07-23 13:02:27.967686,CAMP-000006,KW-CAMP-000006-2,,0.0,0.833
CUST-000008,TP-8-2,amazon,click,2025-07-13 13:02:27.967686,CAMP-000004,KW-CAMP-000004-4,,0.0,0.455
CUST-000008,TP-8-3,amazon,click,2025-07-18 13:02:27.967686,CAMP-000017,KW-CAMP-000017-4,2025-07-25 13:02:27.967686,26.575927374553338,0.588
CUST-000009,TP-9-1,amazon,impression,2025-06-30 13:02:27.967686,CAMP-000019,KW-CAMP-000019-2,,0.0,0.588
CUST-000009,TP-9-2,amazon,impression,2025-06-29 13:02:27.967686,CAMP-000019,KW-CAMP-000019-4,2025-07-07 13:02:27.967686,111.6643753048449,0.556
CUST-000010,TP-10-1,amazon,view,2025-08-04 13:02:27.967686,CAMP-000009,KW-CAMP-000009-1,,0.0,0.476
CUST-000010,TP-10-2,walmart,view,2025-08-02 13:02:27.967686,CAMP-000023,KW-CAMP-000023-1,,0.0,0.435
CUST-000010,TP-10-3,walmart,click,2025-08-06 13:02:27.967686,CAMP-000021,KW-CAMP-000021-5,,0.0,0.526
CUST-000010,TP-10-4,walmart,click,2025-08-14 13:02:27.967686,CAMP-000022,KW-CAMP-000022-4,2025-08-15 13:02:27.967686,61.46335006714557,0.909
CUST-000011,TP-11-1,amazon,view,2025-08-02 13:02:27.967686,CAMP-000003,KW-CAMP-000003-4,,0.0,0.769
CUST-000011,TP-11-2,amazon,impression,2025-08-04 13:02:27.967686,CAMP-000020,KW-CAMP-000020-2,2025-08-05 13:02:27.967686,40.431304367836105,0.909
CUST-000012,TP-12-1,amazon,click,2025-06-07 13:02:27.967686,CAMP-000008,KW-CAMP-000008-4,,0.0,0.526
CUST-000012,TP-12-2,amazon,click,2025-06-14 13:02:27.967686,CAMP-000002,KW-CAMP-000002-2,2025-06-16 13:02:27.967686,61.118572712611545,0.833
CUST-000013,TP-13-1,amazon,view,2025-07-25 13:02:27.967686,CAMP-000016,KW-CAMP-000016-3,,0.0,0.5
CUST-000013,TP-13-2,amazon,impression,2025-08-02 13:02:27.967686,CAMP-000023,KW-CAMP-000023-2,,0.0,0.833
CUST-000013,TP-13-3,walmart,click,2025-07-31 13:02:27.967686,CAMP-000014,KW-CAMP-000014-4,,0.0,0.714
CUST-000013,TP-13-4,walmart,impression,2025-08-03 13:02:27.967686,CAMP-000023,KW-CAMP-000023-3,,0.0,0.909
CUST-000013,TP-13-5,amazon,view,2025-07-26 13:02:27.967686,CAMP-000003,KW-CAMP-000003-3,2025-08-04 13:02:27.967686,47.258215449016056,0.526
CUST-000014,TP-14-1,amazon,impression,2025-07-02 13:02:27.967686,CAMP-000023,KW-CAMP-000023-6,,0.0,0.588
CUST-000014,TP-14-2,walmart,click,2025-07-05 13:02:27.967686,CAMP-000021,KW-CAMP-000021-1,2025-07-09 13:02:27.967686,73.79624602237625,0.714
CUST-000015,TP-15-1,walmart,impression,2025-08-04 13:02:27.967686,CAMP-000004,KW-CAMP-000004-3,2025-08-12 13:02:27.967686,47.588176811045585,0.556
CUST-000016,TP-16-1,walmart,impression,2025-07-11 13:02:27.967686,CAMP-000002,KW-CAMP-000002-3,,0.0,0.526
CUST-000016,TP-16-2,amazon,view,2025-07-13 13:02:27.967686,CAMP-000017,KW-CAMP-000017-4,,0.0,0.588
CUST-000016,TP-16-3,amazon,click,2025-07-20 13:02:27.967686,CAMP-000012,KW-CAMP-000012-8,2025-07-20 13:02:27.967686,32.578382713280604,1.0
CUST-000017,TP-17-1,walmart,impression,2025-06-08 13:02:27.967686,CAMP-000025,KW-CAMP-000025-5,,0.0,0.476
CUST-000017,TP-17-2,amazon,impression,2025-06-07 13:02:27.967686,CAMP-000023,KW-CAMP-000023-3,,0.0,0.455
CUST-000017,TP-17-3,amazon,impression,2025-06-16 13:02:27.967686,CAMP-000008,KW-CAMP-000008-4,,0.0,0.769
CUST-000017,TP-17-4,walmart,view,2025-06-13 13:02:27.967686,CAMP-000017,KW-CAMP-000017-3,2025-06-19 13:02:27.967686,53.72918726000936,0.625
CUST-000018,TP-18-1,walmart,impression,2025-06-23 13:02:27.967686,CAMP-000004,KW-CAMP-000004-2,,0.0,0.588
CUST-000018,TP-18-2,amazon,view,2025-06-25 13:02:27.967686,CAMP-000019,KW-CAMP-000019-1,,0.0,0.667
CUST-000018,TP-18-3,walmart,impression,2025-06-20 13:02:27.967686,CAMP-000001,KW-CAMP-000001-1,,0.0,0.5
CUST-000018,TP-18-4,amazon,click,2025-06-20 13:02:27.967686,CAMP-000021,KW-CAMP-000021-5,,0.0,0.5
CUST-000018,TP-18-5,amazon,impression,2025-06-26 13:02:27.967686,CAMP-000007,KW-CAMP-000007-1,2025-06-30 13:02:27.967686,35.42752336773708,0.714
CUST-000019,TP-19-1,amazon,impression,2025-06-22 13:02:27.967686,CAMP-000005,KW-CAMP-000005-1,,0.0,0.556
CUST-000019,TP-19-2,walmart,click,2025-06-25 13:02:27.967686,CAMP-000004,KW-CAMP-000004-2,,0.0,0.667
CUST-000019,TP-19-3,walmart,view,2025-06-30 13:02:27.967686,CAMP-000007,KW-CAMP-000007-2,,0.0,1.0
CUST-000019,TP-19-4,walmart,view,2025-06-23 13:02:27.967686,CAMP-000007,KW-CAMP-000007-3,,0.0,0.588
CUST-000019,TP-19-5,walmart,click,2025-06-23 13:02:27.967686,CAMP-000024,KW-CAMP-000024-2,2025-06-30 13:02:27.967686,46.888675895072154,0.588
CUST-000020,TP-20-1,walmart,click,2025-05-19 13:02:27.967686,CAMP-000012,KW-CAMP-000012-2,,0.0,0.476
CUST-000020,TP-20-2,walmart,impression,2025-05-29 13:02:27.967686,CAMP-000022,KW-CAMP-000022-7,,0.0,0.909
CUST-000020,TP-20-3,walmart,click,2025-05-18 13:02:27.967686,CAMP-000019,KW-CAMP-000019-3,,0.0,0.455
CUST-000020,TP-20-4,walmart,view,2025-05-29 13:02:27.967686,CAMP-000019,KW-CAMP-000019-2,,0.0,0.909
CUST-000020,TP-20-5,amazon,click,2025-05-16 13:02:27.967686,CAMP-000007,KW-CAMP-000007-3,2025-05-30 13:02:27.967686,106.3764019222346,0.417
CUST-000021,TP-21-1,amazon,view,2025-07-11 13:02:27.967686,CAMP-000003,KW-CAMP-000003-4,,0.0,0.526
CUST-000021,TP-21-2,walmart,click,2025-07-12 13:02:27.967686,CAMP-000003,KW-CAMP-000003-1,2025-07-20 13:02:27.967686,48.94146971430973,0.556
CUST-000022,TP-22-1,walmart,click,2025-06-19 13:02:27.967686,CAMP-000011,KW-CAMP-000011-1,,0.0,0.769
CUST-000022,TP-22-2,walmart,impression,2025-06-21 13:02:27.967686,CAMP-000012,KW-CAMP-000012-5,,0.0,0.909
CUST-000022,TP-22-3,amazon,impression,2025-06-12 13:02:27.967686,CAMP-000013,KW-CAMP-000013-4,2025-06-22 13:02:27.967686,76.19728911826418,0.5
CUST-000023,TP-23-1,amazon,click,2025-07-25 13:02:27.967686,CAMP-000018,KW-CAMP-000018-2,,0.0,0.714
CUST-000023,TP-23-2,walmart,click,2025-07-28 13:02:27.967686,CAMP-000023,KW-CAMP-000023-4,,0.0,0.909
CUST-000023,TP-23-3,walmart,impression,2025-07-28 13:02:27.967686,CAMP-000008,KW-CAMP-000008-4,,0.0,0.909
CUST-000023,TP-23-4,walmart,click,2025-07-23 13:02:27.967686,CAMP-000014,KW-CAMP-000014-1,,0.0,0.625
CUST-000023,TP-23-5,amazon,view,2025-07-28 13:02:27.967686,CAMP-000010,KW-CAMP-000010-1,2025-07-29 13:02:27.967686,92.91158931105247,0.909
CUST-000024,TP-24-1,amazon,click,2025-06-20 13:02:27.967686,CAMP-000020,KW-CAMP-000020-3,,0.0,0.667
CUST-000024,TP-24-2,walmart,impression,2025-06-25 13:02:27.967686,CAMP-000022,KW-CAMP-000022-1,2025-06-25 13:02:27.967686,37.63634415940055,1.0
CUST-000025,TP-25-1,amazon,impression,2025-06-07 13:02:27.967686,CAMP-000021,KW-CAMP-000021-2,,0.0,0.455
CUST-000025,TP-25-2,walmart,view,2025-06-19 13:02:27.967686,CAMP-000022,KW-CAMP-000022-3,2025-06-19 13:02:27.967686,54.78510600924239,1.0
CUST-000026,TP-26-1,walmart,impression,2025-06-23 13:02:27.967686,CAMP-000009,KW-CAMP-000009-4,,0.0,0.909
CUST-000026,TP-26-2,amazon,impression,2025-06-13 13:02:27.967686,CAMP-000019,KW-CAMP-000019-2,,0.0,0.476
CUST-000026,TP-26-3,amazon,impression,2025-06-22 13:02:27.967686,CAMP-000008,KW-CAMP-000008-4,,0.0,0.833
CUST-000026,TP-26-4,amazon,click,2025-06-18 13:02:27.967686,CAMP-000006,KW-CAMP-000006-8,,0.0,0.625
CUST-000026,TP-26-5,walmart,click,2025-06-21 13:02:27.967686,CAMP-000016,KW-CAMP-000016-2,2025-06-24 13:02:27.967686,103.87698863903259,0.769
CUST-000027,TP-27-1,amazon,click,2025-06-02 13:02:27.967686,CAMP-000009,KW-CAMP-000009-2,,0.0,0.714
CUST-000027,TP-27-2,walmart,view,2025-05-23 13:02:27.967686,CAMP-000025,KW-CAMP-000025-2,,0.0,0.417
CUST-000027,TP-27-3,amazon,click,2025-06-04 13:02:27.967686,CAMP-000004,KW-CAMP-000004-3,,0.0,0.833
CUST-000027,TP-27-4,walmart,click,2025-06-05 13:02:27.967686,CAMP-000014,KW-CAMP-000014-6,2025-06-06 13:02:27.967686,49.89250006349452,0.909
CUST-000028,TP-28-1,walmart,view,2025-08-06 13:02:27.967686,CAMP-000005,KW-CAMP-000005-7,2025-08-07 13:02:27.967686,112.72458154585837,0.909
CUST-000029,TP-29-1,walmart,view,2025-06-01 13:02:27.967686,CAMP-000018,KW-CAMP-000018-4,,0.0,0.526
CUST-000029,TP-29-2,walmart,impression,2025-06-06 13:02:27.967686,CAMP-000005,KW-CAMP-000005-3,,0.0,0.714
CUST-000029,TP-29-3,walmart,view,2025-06-03 13:02:27.967686,CAMP-000024,KW-CAMP-000024-4,,0.0,0.588
CUST-000029,TP-29-4,amazon,click,2025-06-06 13:02:27.967686,CAMP-000023,KW-CAMP-000023-2,2025-06-10 13:02:27.967686,96.10828860775777,0.714
CUST-000030,TP-30-1,walmart,view,2025-05-31 13:02:27.967686,CAMP-000016,KW-CAMP-000016-4,,0.0,0.526
CUST-000030,TP-30-2,amazon,view,2025-05-30 13:02:27.967686,CAMP-000020,KW-CAMP-000020-3,,0.0,0.5
CUST-000030,TP-30-3,amazon,click,2025-06-04 13:02:27.967686,CAMP-000007,KW-CAMP-000007-1,2025-06-09 13:02:27.967686,141.2131278581104,0.667
CUST-000031,TP-31-1,walmart,view,2025-05-25 13:02:27.967686,CAMP-000008,KW-CAMP-000008-5,,0.0,0.526
CUST-000031,TP-31-2,walmart,click,2025-06-03 13:02:27.967686,CAMP-000017,KW-CAMP-000017-4,,0.0,1.0
CUST-000031,TP-31-3,amazon,impression,2025-05-21 13:02:27.967686,CAMP-000006,KW-CAMP-000006-3,,0.0,0.435
CUST-000031,TP-31-4,walmart,impression,2025-05-28 13:02:27.967686,CAMP-000003,KW-CAMP-000003-6,,0.0,0.625
CUST-000031,TP-31-5,walmart,click,2025-05-22 13:02:27.967686,CAMP-000004,KW-CAMP-000004-1,2025-06-03 13:02:27.967686,51.184330939592414,0.455
CUST-000032,TP-32-1,walmart,impression,2025-06-04 13:02:27.967686,CAMP-000016,KW-CAMP-000016-4,,0.0,0.455
CUST-000032,TP-32-2,amazon,impression,2025-06-13 13:02:27.967686,CAMP-000005,KW-CAMP-000005-5,,0.0,0.769
CUST-000032,TP-32-3,walmart,impression,2025-06-07 13:02:27.967686,CAMP-000002,KW-CAMP-000002-4,2025-06-16 13:02:27.967686,66.32022778623683,0.526
CUST-000033,TP-33-1,amazon,impression,2025-07-26 13:02:27.967686,CAMP-000009,KW-CAMP-000009-4,2025-08-07 13:02:27.967686,133.53707482507872,0.455
CUST-000034,TP-34-1,walmart,impression,2025-07-18 13:02:27.967686,CAMP-000008,KW-CAMP-000008-2,,0.0,0.833
CUST-000034,TP-34-2,walmart,click,2025-07-19 13:02:27.967686,CAMP-000025,KW-CAMP-000025-3,2025-07-20 13:02:27.967686,118.01217210388114,0.909
CUST-000035,TP-35-1,walmart,click,2025-06-04 13:02:27.967686,CAMP-000001,KW-CAMP-000001-3,2025-06-15 13:02:27.967686,116.09226187824417,0.476
CUST-000036,TP-36-1,amazon,click,2025-07-15 13:02:27.967686,CAMP-000009,KW-CAMP-000009-4,,0.0,0.588
CUST-000036,TP-36-2,amazon,impression,2025-07-22 13:02:27.967686,CAMP-000003,KW-CAMP-000003-5,,0.0,1.0
CUST-000036,TP-36-3,walmart,impression,2025-07-16 13:02:27.967686,CAMP-000008,KW-CAMP-000008-3,,0.0,0.625
CUST-000036,TP-36-4,amazon,impression,2025-07-11 13:02:27.967686,CAMP-000004,KW-CAMP-000004-8,,0.0,0.476
CUST-000036,TP-36-5,walmart,click,2025-07-22 13:02:27.967686,CAMP-000010,KW-CAMP-000010-4,2025-07-22 13:02:27.967686,27.774683548661745,1.0
CUST-000037,TP-37-1,walmart,impression,2025-06-15 13:02:27.967686,CAMP-000016,KW-CAMP-000016-1,,0.0,0.769
CUST-000037,TP-37-2,amazon,impression,2025-06-04 13:02:27.967686,CAMP-000001,KW-CAMP-000001-2,,0.0,0.417
CUST-000037,TP-37-3,walmart,impression,2025-06-11 13:02:27.967686,CAMP-000021,KW-CAMP-000021-1,2025-06-18 13:02:27.967686,83.24137360206463,0.588
CUST-000038,TP-38-1,amazon,impression,2025-05-25 13:02:27.967686,CAMP-000003,KW-CAMP-000003-5,,0.0,0.5
CUST-000038,TP-38-2,amazon,click,2025-05-26 13:02:27.967686,CAMP-000006,KW-CAMP-000006-1,,0.0,0.526
CUST-000038,TP-38-3,amazon,impression,2025-05-30 13:02:27.967686,CAMP-000001,KW-CAMP-000001-4,2025-06-04 13:02:27.967686,113.06967127079099,0.667
CUST-000039,TP-39-1,walmart,click,2025-08-06 13:02:27.967686,CAMP-000004,KW-CAMP-000004-1,2025-08-11 13:02:27.967686,63.28917886323251,0.667
CUST-000040,TP-40-1,walmart,impression,2025-06-01 13:02:27.967686,CAMP-000015,KW-CAMP-000015-3,,0.0,0.476
CUST-000040,TP-40-2,walmart,view,2025-05-30 13:02:27.967686,CAMP-000011,KW-CAMP-000011-4,2025-06-12 13:02:27.967686,29.584727255447476,0.435
CUST-000041,TP-41-1,walmart,view,2025-07-30 13:02:27.967686,CAMP-000011,KW-CAMP-000011-2,,0.0,0.476
CUST-000041,TP-41-2,walmart,impression,2025-07-29 13:02:27.967686,CAMP-000023,KW-CAMP-000023-4,,0.0,0.455
CUST-000041,TP-41-3,walmart,impression,2025-08-08 13:02:27.967686,CAMP-000025,KW-CAMP-000025-3,,0.0,0.833
CUST-000041,TP-41-4,walmart,impression,2025-08-09 13:02:27.967686,CAMP-000024,KW-CAMP-000024-6,,0.0,0.909
CUST-000041,TP-41-5,walmart,impression,2025-08-02 13:02:27.967686,CAMP-000020,KW-CAMP-000020-1,2025-08-10 13:02:27.967686,63.71991885432557,0.556
CUST-000042,TP-42-1,walmart,view,2025-08-06 13:02:27.967686,CAMP-000001,KW-CAMP-000001-4,,0.0,0.526
CUST-000042,TP-42-2,amazon,impression,2025-08-14 13:02:27.967686,CAMP-000005,KW-CAMP-000005-5,,0.0,0.909
CUST-000042,TP-42-3,amazon,view,2025-08-02 13:02:27.967686,CAMP-000017,KW-CAMP-000017-3,,0.0,0.435
CUST-000042,TP-42-4,amazon,click,2025-08-07 13:02:27.967686,CAMP-000009,KW-CAMP-000009-3,,0.0,0.556
CUST-000042,TP-42-5,amazon,impression,2025-08-14 13:02:27.967686,CAMP-000021,KW-CAMP-000021-4,2025-08-15 13:02:27.967686,55.355795759757754,0.909
CUST-000043,TP-43-1,amazon,click,2025-06-29 13:02:27.967686,CAMP-000022,KW-CAMP-000022-7,2025-07-12 13:02:27.967686,72.64416658879558,0.435
CUST-000044,TP-44-1,walmart,click,2025-05-28 13:02:27.967686,CAMP-000020,KW-CAMP-000020-2,2025-06-01 13:02:27.967686,102.15129060002067,0.714
CUST-000045,TP-45-1,walmart,impression,2025-06-08 13:02:27.967686,CAMP-000004,KW-CAMP-000004-4,,0.0,0.833
CUST-000045,TP-45-2,walmart,view,2025-05-30 13:02:27.967686,CAMP-000012,KW-CAMP-000012-1,,0.0,0.476
CUST-000045,TP-45-3,walmart,impression,2025-06-06 13:02:27.967686,CAMP-000009,KW-CAMP-000009-3,2025-06-10 13:02:27.967686,101.79914346740645,0.714
CUST-000046,TP-46-1,amazon,click,2025-07-22 13:02:27.967686,CAMP-000006,KW-CAMP-000006-6,,0.0,0.588
CUST-000046,TP-46-2,amazon,view,2025-07-28 13:02:27.967686,CAMP-000012,KW-CAMP-000012-2,,0.0,0.909
CUST-000046,TP-46-3,amazon,click,2025-07-15 13:02:27.967686,CAMP-000012,KW-CAMP-000012-4,2025-07-29 13:02:27.967686,52.538641953595786,0.417
CUST-000047,TP-47-1,amazon,view,2025-05-20 13:02:27.967686,CAMP-000019,KW-CAMP-000019-4,,0.0,0.417
CUST-000047,TP-47-2,amazon,view,2025-05-27 13:02:27.967686,CAMP-000006,KW-CAMP-000006-2,,0.0,0.588
CUST-000047,TP-47-3,walmart,click,2025-05-30 13:02:27.967686,CAMP-000017,KW-CAMP-000017-2,,0.0,0.714
CUST-000047,TP-47-4,walmart,click,2025-05-25 13:02:27.967686,CAMP-000007,KW-CAMP-000007-8,2025-06-03 13:02:27.967686,83.68569836566104,0.526
CUST-000048,TP-48-1,walmart,impression,2025-07-17 13:02:27.967686,CAMP-000003,KW-CAMP-000003-4,,0.0,0.526
CUST-000048,TP-48-2,amazon,impression,2025-07-22 13:02:27.967686,CAMP-000003,KW-CAMP-000003-3,,0.0,0.714
CUST-000048,TP-48-3,walmart,click,2025-07-16 13:02:27.967686,CAMP-000025,KW-CAMP-000025-3,,0.0,0.5
CUST-000048,TP-48-4,walmart,impression,2025-07-18 13:02:27.967686,CAMP-000006,KW-CAMP-000006-3,2025-07-26 13:02:27.967686,50.95356886225894,0.556
CUST-000049,TP-49-1,walmart,impression,2025-05-19 13:02:27.967686,CAMP-000008,KW-CAMP-000008-5,,0.0,0.769
CUST-000049,TP-49-2,amazon,click,2025-05-22 13:02:27.967686,CAMP-000019,KW-CAMP-000019-5,,0.0,1.0
CUST-000049,TP-49-3,amazon,click,2025-05-12 13:02:27.967686,CAMP-000018,KW-CAMP-000018-4,,0.0,0.5
CUST-000049,TP-49-4,walmart,impression,2025-05-08 13:02:27.967686,CAMP-000004,KW-CAMP-000004-3,2025-05-22 13:02:27.967686,183.07615426226792,0.417
CUST-000050,TP-50-1,walmart,click,2025-05-29 13:02:27.967686,CAMP-000022,KW-CAMP-000022-6,,0.0,0.588
CUST-000050,TP-50-2,walmart,click,2025-05-30 13:02:27.967686,CAMP-000004,KW-CAMP-000004-4,,0.0,0.625
CUST-000050,TP-50-3,walmart,view,2025-06-02 13:02:27.967686,CAMP-000002,KW-CAMP-000002-5,,0.0,0.769
CUST-000050,TP-50-4,walmart,click,2025-05-22 13:02:27.967686,CAMP-000021,KW-CAMP-000021-5,2025-06-05 13:02:27.967686,36.465699689215036,0.417
CUST-000051,TP-51-1,walmart,click,2025-05-28 13:02:27.967686,CAMP-000010,KW-CAMP-000010-1,2025-06-07 13:02:27.967686,98.88966442646583,0.5
CUST-000052,TP-52-1,amazon,click,2025-06-17 13:02:27.967686,CAMP-000007,KW-CAMP-000007-3,,0.0,0.556
CUST-000052,TP-52-2,amazon,click,2025-06-12 13:02:27.967686,CAMP-000004,KW-CAMP-000004-5,,0.0,0.435
CUST-000052,TP-52-3,amazon,view,2025-06-15 13:02:27.967686,CAMP-000015,KW-CAMP-000015-4,,0.0,0.5
CUST-000052,TP-52-4,amazon,view,2025-06-15 13:02:27.967686,CAMP-000011,KW-CAMP-000011-5,2025-06-25 13:02:27.967686,154.61423258484695,0.5
CUST-000053,TP-53-1,amazon,click,2025-08-02 13:02:27.967686,CAMP-000021,KW-CAMP-000021-2,2025-08-04 13:02:27.967686,75.02078279369066,0.833
CUST-000054,TP-54-1,walmart,view,2025-07-06 13:02:27.967686,CAMP-000019,KW-CAMP-000019-3,,0.0,0.588
CUST-000054,TP-54-2,amazon,impression,2025-07-07 13:02:27.967686,CAMP-000006,KW-CAMP-000006-3,2025-07-13 13:02:27.967686,71.40768321966314,0.625
CUST-000055,TP-55-1,amazon,click,2025-07-03 13:02:27.967686,CAMP-000002,KW-CAMP-000002-4,,0.0,1.0
CUST-000055,TP-55-2,walmart,view,2025-07-02 13:02:27.967686,CAMP-000010,KW-CAMP-000010-4,,0.0,0.909
CUST-000055,TP-55-3,amazon,view,2025-07-02 13:02:27.967686,CAMP-000003,KW-CAMP-000003-1,,0.0,0.909
CUST-000055,TP-55-4,amazon,view,2025-06-21 13:02:27.967686,CAMP-000020,KW-CAMP-000020-4,2025-07-03 13:02:27.967686,23.763569555969227,0.455
CUST-000056,TP-56-1,walmart,click,2025-06-25 13:02:27.967686,CAMP-000008,KW-CAMP-000008-3,,0.0,0.435
CUST-000056,TP-56-2,walmart,impression,2025-06-26 13:02:27.967686,CAMP-000016,KW-CAMP-000016-6,,0.0,0.455
CUST-000056,TP-56-3,amazon,click,2025-06-27 13:02:27.967686,CAMP-000013,KW-CAMP-000013-3,2025-07-08 13:02:27.967686,59.54626908947177,0.476
CUST-000057,TP-57-1,walmart,impression,2025-06-02 13:02:27.967686,CAMP-000002,KW-CAMP-000002-1,,0.0,0.435
CUST-000057,TP-57-2,walmart,click,2025-06-14 13:02:27.967686,CAMP-000015,KW-CAMP-000015-7,,0.0,0.909
CUST-000057,TP-57-3,amazon,impression,2025-06-09 13:02:27.967686,CAMP-000025,KW-CAMP-000025-3,,0.0,0.625
CUST-000057,TP-57-4,walmart,impression,2025-06-12 13:02:27.967686,CAMP-000007,KW-CAMP-000007-5,2025-06-15 13:02:27.967686,119.95091115394655,0.769
CUST-000058,TP-58-1,walmart,view,2025-06-30 13:02:27.967686,CAMP-000005,KW-CAMP-000005-3,,0.0,0.5
CUST-000058,TP-58-2,walmart,click,2025-06-27 13:02:27.967686,CAMP-000023,KW-CAMP-000023-2,2025-07-10 13:02:27.967686,51.527606027095544,0.435
CUST-000059,TP-59-1,amazon,impression,2025-06-18 13:02:27.967686,CAMP-000001,KW-CAMP-000001-3,2025-07-02 13:02:27.967686,89.02138157366242,0.417
CUST-000060,TP-60-1,walmart,impression,2025-06-28 13:02:27.967686,CAMP-000008,KW-CAMP-000008-4,,0.0,0.5
CUST-000060,TP-60-2,walmart,click,2025-07-02 13:02:27.967686,CAMP-000025,KW-CAMP-000025-3,,0.0,0.625
CUST-000060,TP-60-3,amazon,view,2025-07-04 13:02:27.967686,CAMP-000010,KW-CAMP-000010-6,2025-07-08 13:02:27.967686,55.431773677675416,0.714
CUST-000061,TP-61-1,walmart,click,2025-06-08 13:02:27.967686,CAMP-000018,KW-CAMP-000018-1,,0.0,0.769
CUST-000061,TP-61-2,amazon,impression,2025-06-01 13:02:27.967686,CAMP-000017,KW-CAMP-000017-4,2025-06-11 13:02:27.967686,86.10234614358312,0.5
CUST-000062,TP-62-1,walmart,click,2025-05-31 13:02:27.967686,CAMP-000009,KW-CAMP-000009-2,,0.0,0.476
CUST-000062,TP-62-2,walmart,click,2025-05-30 13:02:27.967686,CAMP-000018,KW-CAMP-000018-3,,0.0,0.455
CUST-000062,TP-62-3,walmart,view,2025-06-05 13:02:27.967686,CAMP-000016,KW-CAMP-000016-5,2025-06-11 13:02:27.967686,45.50583558949179,0.625
CUST-000063,TP-63-1,amazon,click,2025-07-26 13:02:27.967686,CAMP-000003,KW-CAMP-000003-6,,0.0,1.0
CUST-000063,TP-63-2,amazon,view,2025-07-18 13:02:27.967686,CAMP-000007,KW-CAMP-000007-4,,0.0,0.556
CUST-000063,TP-63-3,amazon,impression,2025-07-14 13:02:27.967686,CAMP-000007,KW-CAMP-000007-2,2025-07-26 13:02:27.967686,67.29057618323864,0.455
